小	3
型	3
車	4
を	5
共	6
同	6
生	7
産	7
ト	11
ヨ	11
タ	11
と	12
プ	13
ジ	13
ョ	13
ー	13
が	14
合	15
意	15
０	19
４	20
年	21
め	22
ど	22
[	23
J	23
S	23
P	23
]	23
欧	24
州	24
で	25
年	26
間	26
３	27
０	28
万	29
台	30
[	34
J	34
S	34
P	34
]	34
ト	35
ヨ	35
タ	35
自	36
動	36
車	37
と	38
フ	39
ラ	39
ン	39
ス	39
の	40
プ	41
ジ	41
ョ	41
ー	41
・	42
シ	43
ト	43
ロ	43
エ	43
ン	43
・	44
グ	45
ル	45
ー	45
プ	45
（	46
Ｐ	47
Ｓ	47
Ａ	47
）	48
は	49
二	50
十	50
九	51
日	52
、	53
欧	54
州	54
で	55
小	56
型	56
車	57
を	58
共	59
同	59
生	60
産	60
す	61
る	61
こ	62
と	62
で	63
大	64
筋	64
合	65
意	65
し	66
た	67
。	68
近	72
く	72
基	73
本	73
合	74
意	74
の	75
覚	76
書	76
を	77
交	78
わ	78
し	78
た	79
上	80
で	81
、	82
合	83
弁	83
会	84
社	84
を	85
設	86
立	86
、	87
二	88
〇	89
〇	90
四	91
年	92
ご	93
ろ	93
に	94
年	95
間	95
三	96
十	96
万	97
台	98
を	99
生	100
産	100
す	101
る	101
見	102
通	102
し	102
。	103
[	107
J	107
S	107
P	107
]	107
欧	108
州	108
で	109
は	110
〇	111
八	112
年	113
に	114
環	115
境	115
規	116
制	116
が	117
強	118
化	118
さ	119
れ	120
る	120
た	121
め	121
、	122
巨	123
額	123
の	124
開	125
発	125
費	126
を	127
両	128
社	128
で	129
分	130
担	130
し	131
、	132
利	133
幅	133
の	134
薄	135
い	135
小	136
型	136
車	137
の	138
大	139
量	139
生	140
産	140
で	141
利	142
益	142
を	143
確	144
保	144
す	145
る	145
の	146
が	147
狙	148
い	148
。	149
[	153
J	153
S	153
P	153
]	153
ト	154
ヨ	154
タ	154
は	155
一	156
九	157
八	158
四	159
年	160
に	161
米	162
国	162
の	163
ゼ	164
ネ	164
ラ	164
ル	164
・	165
モ	166
ー	166
タ	166
ー	166
ズ	166
（	167
Ｇ	168
Ｍ	168
）	169
と	170
合	171
弁	171
し	172
て	173
以	174
来	174
、	175
海	176
外	176
の	177
主	178
要	178
メ	179
ー	179
カ	179
ー	179
と	180
の	181
本	182
格	182
的	183
提	184
携	184
は	185
二	186
社	187
目	188
。	189
フ	193
ォ	193
ー	193
ド	193
・	194
モ	195
ー	195
タ	195
ー	195
と	196
は	197
昨	198
年	198
か	199
ら	199
環	200
境	200
分	201
野	201
を	202
め	203
ぐ	203
る	203
技	204
術	204
を	205
中	206
心	206
に	207
交	208
渉	208
し	209
て	210
い	211
る	211
。	212
[	216
J	216
S	216
P	216
]	216
生	217
産	217
拠	218
点	218
は	219
ポ	220
ー	220
ラ	220
ン	220
ド	220
を	221
中	222
心	222
に	223
東	224
欧	224
で	225
調	226
整	226
中	227
で	228
排	229
気	229
量	230
一	231
〇	232
〇	233
〇	234
ｃ	235
ｃ	235
ク	236
ラ	236
ス	236
の	237
ガ	238
ソ	238
リ	238
ン	238
車	239
と	240
デ	241
ィ	241
ー	241
