風	3
間	3
さ	4
ん	4
ら	5
に	6
賞	7
状	7
「	11
東	12
川	12
賞	13
」	14
授	15
賞	15
式	16
[	20
J	20
S	20
P	20
]	20
【	21
東	22
川	22
】	23
写	24
真	24
の	25
町	26
を	27
う	28
た	28
う	28
上	29
川	29
管	30
内	30
東	31
川	31
町	32
が	33
主	34
催	34
す	35
る	35
写	36
真	36
コ	37
ン	37
テ	37
ス	37
ト	37
「	38
第	39
十	40
八	41
回	42
東	43
川	43
賞	44
」	45
の	46
授	47
賞	47
式	48
が	49
二	50
十	50
七	51
日	52
、	53
同	54
町	54
内	55
の	56
町	57
公	58
民	58
館	59
で	60
行	61
わ	61
れ	62
た	63
＝	64
写	65
真	65
＝	66
。	67
[	71
J	71
S	71
P	71
]	71
本	72
年	73
度	73
は	74
、	75
四	76
部	77
門	77
に	78
国	79
内	79
外	79
か	80
ら	80
九	81
十	81
一	82
人	83
が	84
応	85
募	85
。	86
三	90
月	91
に	92
審	93
査	93
が	94
行	95
わ	95
れ	96
、	97
海	98
外	98
作	99
家	99
賞	100
に	101
オ	102
ラ	102
ン	102
ダ	102
の	103
エ	104
ド	104
ウ	104
ィ	104
ン	104
・	105
ズ	106
ワ	106
ッ	106
ク	106
マ	106
ン	106
さ	107
ん	107
（	108
三	109
二	110
）	111
、	112
国	113
内	113
作	114
家	114
賞	115
に	116
森	117
村	117
泰	118
昌	118
さ	119
ん	119
（	120
五	121
一	122
）	123
＝	124
大	125
阪	125
府	126
＝	127
、	128
新	129
人	129
作	130
家	130
賞	131
に	132
尾	133
仲	133
浩	134
二	134
さ	135
ん	135
（	136
四	137
二	138
）	139
＝	140
東	141
京	141
都	142
＝	143
、	144
特	145
別	145
賞	146
に	147
は	148
夕	149
張	149
市	150
の	151
風	152
間	152
健	153
介	153
さ	154
ん	154
（	155
四	156
一	157
）	158
が	159
選	160
ば	160
れ	161
た	162
。	163
[	167
J	167
S	167
P	167
]	167
授	168
賞	168
式	169
で	170
山	171
田	171
孝	172
夫	172
町	173
長	173
か	174
ら	174
四	175
人	176
に	177
賞	178
状	178
が	179
贈	180
ら	180
れ	181
、	182
ズ	183
ワ	183
ッ	183
ク	183
マ	183
ン	183
さ	184
ん	184
は	185
「	186
光	187
栄	187
な	188
こ	189
と	189
。	190
賞	191
を	192
励	193
み	193
に	194
成	195
長	195
し	196
て	197
い	198
き	198
た	199
い	199
」	200
と	201
話	202
し	202
て	203
い	204
た	205
。	206
虚	210
実	210
[	211
J	211
S	211
P	211
]	211
「	212
鈴	213
木	213
宗	214
男	214
」	215
を	216
追	217
う	217
第	221
３	222
部	223
[	224
J	224
S	224
P	224
]	224
金	225
脈	225
[	226
J	226
S	226
P	226
]	226
〈	227
１	228
〉	229
１	233
２	234
２	235
人	236
に	237
資	238
金	238
３	239
億	240
円	241
提	242
供	242
[	246
J	246
S	246
P	246
]	246
「	247
場	248
合	248
に	249
よ	250
っ	250
て	251
は	252
（	253
所	254
属	254
す	255
る	255
橋	256
本	256
派	257
を	258
）	259
出	260
て	261
も	262
い	263
い	263
ん	264
だ	265
。	266
他	270
派	271
閥	271
か	272
ら	272
も	273
引	274
き	274
抜	274
い	274
て	275
三	276
十	276
人	277
か	278
ら	278
五	279
十	279
人	280
の	281
新	282
派	283
閥	283
を	284
つ	285
く	285
る	285
こ	286
と	286
が	287
で	288
き	288
る	288
ん	289
だ	290
」	291
。	292
二	296
〇	297
〇	298
一	299
年	300
四	301
月	302
の	303
自	304
民	304
党	305
総	306
裁	306
選	307
を	308
前	309
に	310
、	311
党	312
総	313
務	313
局	314
長	315
だ	316
っ	316
た	317
鈴	318
木	318
宗	319
男	319
が	320
電	321
話	321
口	322
で	323
こ	324
う	324
言	325
い	325
切	325
っ	325
て	326
み	327
せ	327
た	328
。	329
相	333
手	333
は	334
、	335
鈴	336
木	336
が	337
総	338
額	338
一	339
千	339
万	340
円	341
を	342
超	343
え	343
る	343
政	344
治	344
資	345
金	345
を	346
供	347
与	347
し	348
て	349
い	350
た	351
同	352
派	352
の	353
若	354
手	354
衆	355
院	355
議	356
員	356
。	357
[	361
J	361
S	361
P	361
]	361
同	362
派	362
の	363
領	364
袖	364
、	365
橋	366
本	366
龍	367
太	367
郎	367
に	368
不	369
満	369
を	370
抱	371
い	371
て	372
い	373
た	374
鈴	375
木	375
は	376
、	377
総	378
裁	378
選	379
で	380
橋	381
本	381
で	382
は	383
な	384
く	384
、	385
師	386
と	387
仰	388
ぐ	388
野	389
中	389
広	390
務	390
の	391
擁	392
立	392
に	393
奔	394
走	394
し	395
て	396
い	397
た	398
。	399
[	403
J	403
S	403
P	403
]	403
野	404
中	404
が	405
固	406
辞	406
し	407
て	408
実	409
現	409
し	410
な	411
か	411
っ	411
た	412
が	413
、	414
派	415
閥	415
を	416
横	417
断	417
し	418
て	419
議	420
員	420
の	421
「	422
面	423
倒	423
」	424
を	425
見	426
て	427
き	428
た	429
自	430
信	430
が	431
、	432
野	433
中	433
擁	434
立	434
の	435
た	436
め	436
に	437
橋	438
本	438
派	439
分	440
裂	440
―	441
新	442
派	443
閥	443
結	444
成	444
さ	445
え	445
い	446
と	446
わ	446
ぬ	447
、	448
と	449
の	450
言	451
葉	451
を	452
吐	453
か	453
せ	454
た	455
。	456
[	460
J	460
S	460
P	460
]	460
鈴	461
木	461
が	462
代	463
表	463
を	464
務	465
め	465
た	466
自	467
民	467
党	468
支	469
部	469
や	470
資	471
金	471
管	472
理	472
団	473
体	473
が	474
一	475
九	476
九	477
八	478
―	479
二	480
〇	481
〇	482
〇	483
年	484
の	485
三	486
年	487
間	487
、	488
寄	489
付	489
金	490
、	491
陣	492
中	492
見	493
舞	493
い	493
な	494
ど	494
の	495
名	496
目	496
で	497
資	498
金	498
提	499
供	499
し	500
た	501
国	502
会	502
議	503
員	503
、	504
地	505
方	505
議	506
員	506
、	507
首	508
長	508
は	509
総	510
勢	510
百	511
二	512
十	512
二	513
人	514
。	515
額	519
に	520
し	521
て	522
三	523
億	524
一	525
千	525
四	526
百	526
万	527
円	528
に	529
上	530
る	530
。	531
[	535
J	535
S	535
P	535
]	535
一	536
九	537
九	538
八	539
年	540
に	541
は	542
三	543
千	543
万	544
円	545
弱	546
だ	547
っ	547
た	548
の	549
が	550
、	551
九	552
九	553
年	554
に	555
は	556
三	557
・	558
六	559
倍	560
に	561
。	562
二	566
〇	567
〇	568
〇	569
年	570
に	571
は	572
さ	573
ら	573
に	573
八	574
割	575
近	576
く	576
増	577
え	577
た	578
＝	579
グ	580
ラ	580
フ	580
参	581
照	581
＝	582
。	583
[	587
J	587
S	587
P	587
]	587
二	588
〇	589
〇	590
〇	591
年	592
を	593
み	594
る	594
と	595
資	596
金	596
提	597
供	597
を	598
受	599
け	599
た	600
衆	601
院	601
議	602
員	602
は	603
五	604
十	604
一	605
人	606
も	607
い	608
た	609
。	610
道	614
外	614
選	615
出	615
だ	616
け	616
で	617
も	618
四	619
十	619
二	620
人	621
と	622
中	623
堅	623
派	624
閥	624
並	625
み	625
。	626
鈴	630
木	630
か	631
ら	631
資	632
金	632
供	633
与	633
を	634
受	635
け	635
た	636
派	637
閥	637
横	638
断	638
の	639
「	640
ム	641
ネ	641
ム	641
ネ	641
会	642
」	643
の	644
メ	645
ン	645
バ	645
ー	645
も	646
含	647
ま	647
れ	648
て	649
い	650
る	650
。	651
提	655
供	655
額	656
上	657
位	657
十	658
人	659
に	660
は	661
、	662
橋	663
本	663
派	664
以	665
外	665
の	666
議	667
員	667
が	668
四	669
人	670
い	671
た	672
＝	673
表	674
参	675
照	675
＝	676
。	677
[	681
J	681
S	681
P	681
]	681
も	682
ち	682
ろ	682
ん	682
、	683
橋	684
本	684
派	685
へ	686
の	687
貢	688
献	688
度	689
も	690
高	691
か	691
っ	691
た	692
。	693
橋	697
本	697
が	698
代	699
表	699
を	700
務	701
め	701
る	701
「	702
平	703
成	703
研	704
究	704
会	705
」	706
が	707
二	708
〇	709
〇	710
〇	711
年	712
に	713
開	714
い	714
た	715
パ	716
ー	716
テ	716
ィ	716
ー	716
券	717
を	718
二	719
十	719
万	720
円	721
以	722
上	722
購	723
入	723
し	724
た	725
企	726
業	726
や	727
個	728
人	728
、	729
団	730
体	730
計	731
五	732
十	732
三	733
の	734
う	735
ち	735
二	736
十	736
六	737
は	738
、	739
一	740
九	741
九	742
五	743
―	744
二	745
〇	746
〇	747
〇	748
年	749
に	750
鈴	751
木	751
に	752
献	753
金	753
し	754
た	755
こ	756
と	756
が	757
あ	758
る	758
企	759
業	759
と	760
個	761
人	761
。	762
鈴	766
木	766
か	767
ら	767
の	768
働	769
き	769
か	769
け	769
が	770
あ	771
っ	771
た	772
と	773
み	774
る	774
向	775
き	775
が	776
強	777
い	777
。	778
購	782
入	782
額	783
も	784
千	785
七	786
百	786
五	787
十	787
四	788
万	789
円	790
と	791
、	792
合	793
計	793
額	794
三	795
千	795
三	796
百	796
六	797
十	797
四	798
万	799
円	800
の	801
５	802
２	803
％	804
に	805
達	806
し	806
て	807
い	808
た	809
。	810
[	814
J	814
S	814
P	814
]	814
道	815
内	815
の	816
地	817
方	817
議	818
員	818
に	819
も	820
、	821
ま	822
め	822
に	823
カ	824
ネ	824
を	825
配	826
っ	826
た	827
。	828
資	832
金	832
提	833
供	833
を	834
受	835
け	835
た	836
道	837
議	837
は	838
一	839
九	840
九	841
八	842
年	843
に	844
八	845
人	846
だ	847
っ	847
た	848
が	849
、	850
統	851
一	851
地	852
方	852
選	853
の	854
あ	855
っ	855
た	856
九	857
九	858
年	859
に	860
は	861
十	862
三	863
人	864
に	865
増	866
え	866
、	867
二	868
〇	869
〇	870
〇	871
年	872
も	873
十	874
三	875
人	876
。	877
一	881
人	881
当	882
た	882
り	882
の	883
提	884
供	884
額	885
も	886
一	887
九	888
九	889
八	890
年	891
の	892
五	893
十	893
万	894
円	895
か	896
ら	896
九	897
九	898
年	899
は	900
百	901
七	902
十	902
三	903
万	904
円	905
に	906
増	907
え	907
た	908
。	909
最	913
多	913
は	914
鈴	915
木	915
の	916
秘	917
書	917
だ	918
っ	918
た	919
道	920
東	920
の	921
道	922
議	922
で	923
市	924
議	924
時	925
代	925
を	926
含	927
め	927
て	928
総	929
額	929
二	930
千	930
百	931
六	932
十	932
六	933
万	934
円	935
を	936
提	937
供	937
し	938
た	939
。	940
[	944
J	944
S	944
P	944
]	944
九	945
九	946
年	947
は	948
選	949
挙	949
区	950
の	951
釧	952
路	952
管	953
内	953
阿	954
